Country,Age,Gender,Customer_Segment,Date,Year,Month,Total_Purchases,Total_Amount,Product_Category,Product_Brand,Product_Type,Payment_Method,Month_Name,Avg_Order_Value,Total_Amount_M,Age_Group
Germany,65.0,Male,Premium,2023-09-22,2023,9,1.0,423.3779465,Grocery,Nestle,Snacks,Credit Card,Sep,423.3779465,0.0004233779465,50+
USA,26.0,Female,Regular,2024-01-20,2024,1,6.0,2907.616838,Books,Random House,Literature,PayPal,Jan,484.6028063333333,0.0029076168379999997,26-35
USA,46.0,Female,Premium,2023-10-15,2023,10,2.0,683.5209156,Home Decor,Home Depot,Tools,PayPal,Oct,341.7604578,0.0006835209156,36-50
Canada,46.0,Female,Premium,2023-03-19,2023,3,6.0,2447.372107,Books,Random House,Non-Fiction,PayPal,Mar,407.89535116666667,0.002447372107,36-50
USA,23.0,Female,Regular,2023-10-23,2023,10,9.0,173.5196558,Electronics,Sony,Headphones,Debit Card,Oct,19.279961755555558,0.00017351965580000001,18-25
USA,39.0,Male,New,2024-01-16,2024,1,5.0,607.304264,Home Decor,Home Depot,Decorations,Debit Card,Jan,121.4608528,0.000607304264,36-50
Australia,19.0,Male,Regular,2024-01-23,2024,1,2.0,125.9947156,Grocery,Coca-Cola,Juice,Debit Card,Jan,62.9973578,0.0001259947156,18-25
UK,19.0,Female,Regular,2023-11-24,2023,11,1.0,337.2050854,Books,HarperCollins,Non-Fiction,PayPal,Nov,337.2050854,0.0003372050854,18-25
USA,23.0,Male,New,2023-03-26,2023,3,1.0,486.9914696,Books,Random House,Literature,Debit Card,Mar,486.9914696,0.00048699146960000004,18-25
UK,20.0,Male,Premium,2023-12-17,2023,12,8.0,2337.103069,Books,Random House,Literature,Debit Card,Dec,292.137883625,0.002337103069,18-25
Canada,20.0,Female,New,2023-10-20,2023,10,8.0,867.462651,Clothing,Nike,Shorts,Debit Card,Oct,108.432831375,0.000867462651,18-25
Germany,22.0,Male,Regular,2023-10-15,2023,10,3.0,517.2396059,Home Decor,Bed Bath & Beyond,Bathroom,PayPal,Oct,172.41320196666666,0.0005172396059,18-25
UK,22.0,Female,Regular,2023-06-25,2023,6,7.0,2520.616557,Books,HarperCollins,Fiction,PayPal,Jun,360.0880795714285,0.0025206165569999998,18-25
USA,23.0,Male,Regular,2023-05-27,2023,5,2.0,138.8860153,Home Decor,Bed Bath & Beyond,Bathroom,PayPal,May,69.44300765,0.0001388860153,18-25
UK,19.0,Male,Regular,2023-05-22,2023,5,5.0,1642.632618,Books,HarperCollins,Thriller,PayPal,May,328.5265236,0.0016426326180000001,18-25
Germany,34.0,Male,New,2023-07-21,2023,7,2.0,403.5416748,Grocery,Pepsi,Water,PayPal,Jul,201.7708374,0.0004035416748,26-35
Canada,42.0,Female,Premium,2023-06-30,2023,6,3.0,358.1437561,Clothing,Adidas,Jacket,Credit Card,Jun,119.38125203333334,0.0003581437561,36-50
Germany,69.0,Male,New,2023-03-24,2023,3,7.0,3118.090189,Clothing,Zara,Dress,Cash,Mar,445.44145557142855,0.003118090189,50+
USA,53.0,Male,Regular,2024-02-27,2024,2,9.0,894.842773,Electronics,Sony,Smartphone,Debit Card,Feb,99.42697477777777,0.0008948427729999999,50+
Canada,45.0,Female,Premium,2023-04-18,2023,4,3.0,65.25939139,Home Decor,Home Depot,Decorations,PayPal,Apr,21.753130463333335,6.525939139e-05,36-50
UK,21.0,Female,Regular,2024-02-23,2024,2,1.0,337.4032203,Clothing,Adidas,Shoes,Debit Card,Feb,337.4032203,0.0003374032203,18-25
Canada,20.0,Male,New,2023-06-19,2023,6,3.0,858.7512438,Clothing,Nike,Shorts,PayPal,Jun,286.2504146,0.0008587512438,18-25
USA,20.0,Male,Regular,2023-11-26,2023,11,10.0,2742.826966,Clothing,Nike,Shorts,Debit Card,Nov,274.2826966,0.002742826966,18-25
UK,19.0,Male,Regular,2024-02-16,2024,2,8.0,3215.64663,Books,Penguin Books,Children's,Credit Card,Feb,401.95582875,0.00321564663,18-25
USA,34.0,Female,New,2024-02-23,2024,2,8.0,3244.077582,Grocery,Pepsi,Water,Credit Card,Feb,405.50969775,0.003244077582,26-35
Australia,63.0,Male,Regular,2023-07-20,2023,7,7.0,2985.013014,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Cash,Jul,426.4304305714286,0.0029850130140000003,50+
USA,19.0,Male,New,2024-01-28,2024,1,4.0,947.4029201,Clothing,Zara,Shirt,Cash,Jan,236.850730025,0.0009474029201,18-25
USA,26.0,Male,Regular,2023-12-29,2023,12,3.0,427.1397717,Electronics,Samsung,Television,Cash,Dec,142.3799239,0.0004271397717,26-35
UK,19.0,Female,Regular,2023-11-25,2023,11,3.0,351.8989472,Electronics,Sony,Smartphone,Credit Card,Nov,117.29964906666667,0.00035189894720000003,18-25
USA,19.0,Male,New,2023-08-26,2023,8,6.0,2955.273201,Grocery,Nestle,Chocolate,Debit Card,Aug,492.5455335,0.002955273201,18-25
UK,44.0,Male,Regular,2024-01-22,2024,1,10.0,2619.961164,Home Decor,IKEA,Lighting,Debit Card,Jan,261.9961164,0.002619961164,36-50
UK,26.0,Male,Regular,2023-09-21,2023,9,10.0,2826.968268,Electronics,Whirepool,Fridge,Cash,Sep,282.6968268,0.0028269682680000002,26-35
UK,60.0,Male,Premium,2023-07-17,2023,7,1.0,350.0244275,Electronics,Sony,Television,Credit Card,Jul,350.0244275,0.0003500244275,50+
UK,43.0,Male,New,2023-07-18,2023,7,3.0,334.0923263,Grocery,Pepsi,Juice,Debit Card,Jul,111.36410876666667,0.0003340923263,36-50
UK,55.0,Male,Regular,2023-07-14,2023,7,6.0,1066.281725,Clothing,Zara,Shirt,Debit Card,Jul,177.71362083333335,0.001066281725,50+
USA,34.0,Male,New,2023-06-14,2023,6,6.0,1470.350442,Home Decor,Home Depot,Tools,PayPal,Jun,245.058407,0.001470350442,26-35
USA,23.0,Male,New,2023-12-21,2023,12,10.0,2519.772372,Books,Penguin Books,Children's,Debit Card,Dec,251.9772372,0.002519772372,18-25
USA,68.0,Male,New,2023-04-29,2023,4,1.0,422.5845952,Books,HarperCollins,Fiction,Credit Card,Apr,422.5845952,0.0004225845952,50+
UK,43.0,Male,Premium,2023-06-23,2023,6,4.0,1261.949783,Grocery,Coca-Cola,Juice,Credit Card,Jun,315.48744575,0.001261949783,36-50
Canada,63.0,Male,Regular,2023-07-23,2023,7,7.0,3475.872417,Books,Random House,Non-Fiction,PayPal,Jul,496.5532024285714,0.003475872417,50+
USA,39.0,Female,Regular,2024-02-28,2024,2,2.0,582.7089061,Grocery,Pepsi,Soft Drink,PayPal,Feb,291.35445305,0.0005827089061000001,36-50
USA,49.0,Male,New,2023-12-23,2023,12,9.0,413.2064152,Grocery,Pepsi,Soft Drink,PayPal,Dec,45.91182391111111,0.0004132064152,36-50
UK,46.0,Male,New,2023-03-16,2023,3,6.0,1533.912809,Home Decor,IKEA,Lighting,Cash,Mar,255.65213483333332,0.001533912809,36-50
USA,19.0,Male,New,2023-05-22,2023,5,6.0,2608.152713,Books,Penguin Books,Fiction,Debit Card,May,434.6921188333333,0.002608152713,18-25
Germany,46.0,Male,New,2023-03-13,2023,3,1.0,471.0936134,Grocery,Coca-Cola,Juice,PayPal,Mar,471.0936134,0.00047109361339999997,36-50
Australia,50.0,Female,Regular,2023-06-25,2023,6,7.0,1886.797033,Grocery,Pepsi,Water,Cash,Jun,269.5424332857143,0.001886797033,36-50
UK,20.0,Male,New,2023-09-23,2023,9,6.0,1951.784269,Books,Random House,Non-Fiction,PayPal,Sep,325.29737816666665,0.001951784269,18-25
Australia,34.0,Male,Regular,2023-08-27,2023,8,5.0,747.5755574,Books,Penguin Books,Children's,Cash,Aug,149.51511148,0.0007475755574,26-35
Germany,22.0,Female,Regular,2023-07-19,2023,7,4.0,809.1402898,Books,HarperCollins,Thriller,Credit Card,Jul,202.28507245,0.0008091402898,18-25
USA,34.0,Male,Regular,2023-12-20,2023,12,3.0,1320.926944,Home Decor,IKEA,Decorations,Cash,Dec,440.30898133333335,0.001320926944,26-35
USA,23.0,Male,Regular,2023-07-14,2023,7,10.0,2964.978537,Electronics,Apple,Laptop,Cash,Jul,296.4978537,0.002964978537,18-25
Germany,46.0,Male,Regular,2023-12-17,2023,12,6.0,955.4312052,Electronics,Apple,Laptop,Debit Card,Dec,159.2385342,0.0009554312052,36-50
UK,50.0,Male,Regular,2024-02-16,2024,2,8.0,2525.0469,Electronics,Sony,Headphones,Credit Card,Feb,315.6308625,0.0025250469,36-50
Germany,26.0,Male,Regular,2023-08-15,2023,8,5.0,863.53786,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Cash,Aug,172.707572,0.00086353786,26-35
Germany,40.0,Male,Premium,2023-10-25,2023,10,9.0,2912.573355,Electronics,Apple,Laptop,Debit Card,Oct,323.61926166666666,0.0029125733549999998,36-50
UK,21.0,Male,New,2023-04-14,2023,4,9.0,1521.039679,Books,HarperCollins,Thriller,Credit Card,Apr,169.00440877777777,0.001521039679,18-25
UK,60.0,Male,New,2023-10-28,2023,10,2.0,299.202107,Books,Penguin Books,Children's,Debit Card,Oct,149.6010535,0.000299202107,50+
USA,63.0,Male,Regular,2024-01-24,2024,1,7.0,434.0246915,Grocery,Pepsi,Soft Drink,PayPal,Jan,62.00352735714286,0.00043402469150000003,50+
Germany,57.0,Female,New,2024-01-14,2024,1,1.0,263.7031715,Books,HarperCollins,Fiction,Debit Card,Jan,263.7031715,0.00026370317149999997,50+
Canada,47.0,Female,New,2023-04-26,2023,4,5.0,2247.764256,Clothing,Zara,Shirt,Debit Card,Apr,449.55285119999996,0.002247764256,36-50
Australia,20.0,Male,Regular,2024-01-28,2024,1,9.0,4099.034676,Books,Penguin Books,Non-Fiction,PayPal,Jan,455.44829733333336,0.004099034676,18-25
Canada,35.0,Male,New,2023-05-23,2023,5,9.0,4168.843049,Home Decor,Home Depot,Furniture,Debit Card,May,463.2047832222222,0.0041688430490000004,26-35
USA,20.0,Male,Regular,2023-04-21,2023,4,6.0,840.9686588,Home Decor,Home Depot,Decorations,PayPal,Apr,140.16144313333334,0.0008409686588,18-25
UK,26.0,Male,Regular,2024-02-22,2024,2,5.0,1817.271158,Grocery,Pepsi,Soft Drink,Cash,Feb,363.4542316,0.001817271158,26-35
USA,34.0,Female,Premium,2023-03-20,2023,3,3.0,778.5485345,Grocery,Pepsi,Water,Cash,Mar,259.51617816666663,0.0007785485344999999,26-35
USA,19.0,Female,Regular,2024-01-18,2024,1,1.0,16.30795756,Grocery,Coca-Cola,Soft Drink,Cash,Jan,16.30795756,1.630795756e-05,18-25
UK,61.0,Female,Premium,2023-07-20,2023,7,1.0,463.3230905,Grocery,Pepsi,Juice,PayPal,Jul,463.3230905,0.0004633230905,50+
Germany,48.0,Female,New,2024-02-23,2024,2,9.0,2595.307784,Home Decor,Bed Bath & Beyond,Bathroom,PayPal,Feb,288.36753155555556,0.002595307784,36-50
USA,23.0,Male,New,2023-11-29,2023,11,7.0,2384.383731,Home Decor,Bed Bath & Beyond,Kitchen,Credit Card,Nov,340.62624728571427,0.002384383731,18-25
Canada,61.0,Male,Regular,2023-07-30,2023,7,5.0,1874.442939,Grocery,Pepsi,Soft Drink,Cash,Jul,374.8885878,0.001874442939,50+
Canada,55.0,Male,Premium,2023-04-29,2023,4,4.0,1810.776064,Electronics,Apple,Tablet,Cash,Apr,452.694016,0.001810776064,50+
Germany,35.0,Male,Regular,2023-09-16,2023,9,9.0,4113.735616,Books,Random House,Non-Fiction,PayPal,Sep,457.08173511111113,0.004113735616,26-35
USA,23.0,Female,Regular,2023-07-26,2023,7,2.0,634.2878758,Grocery,Nestle,Coffee,Credit Card,Jul,317.1439379,0.0006342878758000001,18-25
Canada,26.0,Male,Regular,2023-12-24,2023,12,6.0,300.7240544,Electronics,Whirepool,Fridge,PayPal,Dec,50.120675733333336,0.0003007240544,26-35
USA,39.0,Male,Regular,2024-01-29,2024,1,6.0,345.6891686,Clothing,Nike,Shorts,Debit Card,Jan,57.61486143333334,0.0003456891686,36-50
Canada,46.0,Female,Premium,2023-03-18,2023,3,4.0,909.6748586,Grocery,Coca-Cola,Soft Drink,Cash,Mar,227.41871465,0.0009096748586,36-50
UK,46.0,Male,New,2023-09-29,2023,9,4.0,1103.029689,Electronics,Sony,Television,Credit Card,Sep,275.75742225,0.001103029689,36-50
Germany,46.0,Female,Premium,2023-04-25,2023,4,1.0,158.2091965,Books,HarperCollins,Thriller,Credit Card,Apr,158.2091965,0.0001582091965,36-50
Australia,25.0,Female,Regular,2023-11-23,2023,11,7.0,1817.658118,Grocery,Coca-Cola,Juice,Cash,Nov,259.66544542857145,0.001817658118,18-25
UK,21.0,Male,Regular,2024-02-13,2024,2,7.0,1696.692586,Grocery,Coca-Cola,Soft Drink,Cash,Feb,242.38465514285713,0.001696692586,18-25
Germany,22.0,Male,Regular,2023-11-28,2023,11,10.0,729.0333483,Books,HarperCollins,Thriller,PayPal,Nov,72.90333482999999,0.0007290333483,18-25
Germany,50.0,Female,Regular,2023-08-23,2023,8,1.0,496.1440037,Grocery,Nestle,Coffee,Credit Card,Aug,496.1440037,0.0004961440037,36-50
Australia,36.0,Male,Regular,2023-10-30,2023,10,8.0,2655.98817,Clothing,Nike,T-shirt,Cash,Oct,331.99852125,0.00265598817,36-50
UK,46.0,Male,New,2023-04-27,2023,4,9.0,465.0109609,Clothing,Nike,Shorts,Credit Card,Apr,51.66788454444444,0.0004650109609,36-50
Canada,22.0,Male,Regular,2024-01-19,2024,1,2.0,811.3836798,Electronics,Samsung,Smartphone,Cash,Jan,405.6918399,0.0008113836798,18-25
Canada,20.0,Male,New,2023-09-17,2023,9,3.0,1220.301143,Electronics,Sony,Headphones,Credit Card,Sep,406.76704766666666,0.0012203011429999999,18-25
UK,20.0,Female,Premium,2024-01-28,2024,1,6.0,268.3227422,Home Decor,Bed Bath & Beyond,Bathroom,PayPal,Jan,44.72045703333333,0.0002683227422,18-25
Australia,20.0,Female,Regular,2024-02-26,2024,2,1.0,114.7723689,Books,Random House,Literature,Credit Card,Feb,114.7723689,0.0001147723689,18-25
USA,45.0,Female,Premium,2023-07-13,2023,7,3.0,1150.666488,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Cash,Jul,383.555496,0.001150666488,36-50
USA,20.0,Female,Regular,2023-05-29,2023,5,9.0,1377.03679,Grocery,Nestle,Chocolate,PayPal,May,153.00408777777778,0.0013770367900000002,18-25
Australia,44.0,Male,New,2023-09-14,2023,9,10.0,4159.803159,Clothing,Adidas,T-shirt,PayPal,Sep,415.9803159,0.004159803159,36-50
Germany,33.0,Male,New,2023-07-20,2023,7,8.0,1927.884171,Electronics,Sony,Smartphone,Credit Card,Jul,240.985521375,0.001927884171,26-35
Germany,22.0,Male,Regular,2023-10-17,2023,10,4.0,1756.883151,Grocery,Nestle,Coffee,Cash,Oct,439.22078775,0.001756883151,18-25
UK,52.0,Male,Premium,2023-05-16,2023,5,9.0,1041.1175465000001,Clothing,Nike,Shorts,Cash,May,115.6797273888889,0.0010411175465,50+
Canada,61.0,Female,Regular,2023-05-29,2023,5,2.0,830.2245214,Home Decor,Home Depot,Decorations,PayPal,May,415.1122607,0.0008302245214,50+
UK,46.0,Male,Regular,2024-01-30,2024,1,1.0,289.8430834,Clothing,Adidas,Shoes,PayPal,Jan,289.8430834,0.00028984308340000004,36-50
USA,23.0,Female,Regular,2023-05-25,2023,5,1.0,424.7426481,Books,Penguin Books,Non-Fiction,Debit Card,May,424.7426481,0.00042474264809999997,18-25
USA,23.0,Male,Regular,2023-10-23,2023,10,3.0,862.653146,Electronics,Sony,Television,Debit Card,Oct,287.55104866666665,0.000862653146,18-25
Canada,70.0,Male,New,2023-03-30,2023,3,10.0,3763.983768,Clothing,Adidas,Shoes,PayPal,Mar,376.3983768,0.0037639837680000002,50+
USA,22.0,Female,Premium,2023-06-21,2023,6,1.0,438.0885112,Clothing,Zara,Dress,Credit Card,Jun,438.0885112,0.0004380885112,18-25
Australia,20.0,Male,Regular,2023-12-14,2023,12,3.0,1261.921301,Electronics,Sony,Television,Debit Card,Dec,420.6404336666667,0.0012619213010000001,18-25
USA,26.0,Male,Regular,2023-07-15,2023,7,8.0,1170.025638,Books,Penguin Books,Children's,Cash,Jul,146.25320475,0.0011700256380000002,26-35
Canada,46.0,Male,New,2024-01-19,2024,1,4.0,1226.133729,Electronics,Samsung,Tablet,Debit Card,Jan,306.53343225,0.0012261337289999998,36-50
Australia,22.0,Male,New,2023-04-13,2023,4,3.0,209.8362481,Electronics,Sony,Smartphone,Cash,Apr,69.94541603333333,0.00020983624810000002,18-25
USA,22.0,Male,Regular,2024-01-15,2024,1,7.0,2758.90343,Books,Penguin Books,Fiction,PayPal,Jan,394.1290614285714,0.0027589034299999996,18-25
Canada,20.0,Male,New,2023-11-17,2023,11,9.0,2704.278878,Home Decor,IKEA,Lighting,Cash,Nov,300.4754308888889,0.002704278878,18-25
USA,48.0,Male,Regular,2023-11-24,2023,11,5.0,2199.247814,Clothing,Adidas,T-shirt,Debit Card,Nov,439.84956279999994,0.002199247814,36-50
UK,34.0,Female,Premium,2024-02-23,2024,2,7.0,540.7758224,Books,Penguin Books,Non-Fiction,Credit Card,Feb,77.25368891428572,0.0005407758224000001,26-35
Germany,65.0,Male,Premium,2023-05-31,2023,5,5.0,1261.470171,Home Decor,Bed Bath & Beyond,Bathroom,Debit Card,May,252.2940342,0.001261470171,50+
Germany,46.0,Male,New,2023-11-27,2023,11,3.0,1423.026884,Home Decor,IKEA,Decorations,PayPal,Nov,474.3422946666667,0.0014230268840000001,36-50
USA,20.0,Male,Regular,2023-10-21,2023,10,8.0,3805.176625,Clothing,Nike,T-shirt,Debit Card,Oct,475.647078125,0.003805176625,18-25
USA,61.0,Male,Regular,2023-07-15,2023,7,8.0,390.1503573,Home Decor,Bed Bath & Beyond,Bathroom,PayPal,Jul,48.7687946625,0.0003901503573,50+
Australia,46.0,Female,New,2023-12-22,2023,12,8.0,1728.865807,Electronics,Sony,Headphones,Debit Card,Dec,216.108225875,0.0017288658069999998,36-50
Germany,57.0,Male,Premium,2023-12-18,2023,12,8.0,2091.54324,Electronics,Sony,Headphones,Debit Card,Dec,261.442905,0.00209154324,50+
Canada,57.0,Male,Regular,2023-05-13,2023,5,6.0,2990.658593,Clothing,Adidas,Shoes,Credit Card,May,498.44309883333335,0.002990658593,50+
UK,31.0,Female,Regular,2023-03-29,2023,3,6.0,2573.53467,Books,HarperCollins,Non-Fiction,Cash,Mar,428.922445,0.00257353467,26-35
USA,45.0,Female,Premium,2023-11-17,2023,11,7.0,3100.667607,Books,Random House,Fiction,Cash,Nov,442.95251528571424,0.003100667607,36-50
Canada,44.0,Male,New,2023-03-25,2023,3,3.0,370.6707582,Electronics,Sony,Smartphone,Cash,Mar,123.55691940000001,0.00037067075820000004,36-50
USA,22.0,Male,Regular,2023-09-18,2023,9,7.0,2432.527911,Electronics,Apple,Laptop,PayPal,Sep,347.5039872857143,0.002432527911,18-25
USA,23.0,Female,Regular,2023-05-23,2023,5,10.0,3432.165337,Home Decor,Home Depot,Furniture,PayPal,May,343.2165337,0.003432165337,18-25
Germany,22.0,Female,Regular,2023-06-24,2023,6,2.0,177.4649662,Clothing,Adidas,Shoes,Cash,Jun,88.7324831,0.00017746496619999998,18-25
UK,35.0,Male,Regular,2023-07-13,2023,7,1.0,118.5741697,Books,Penguin Books,Children's,PayPal,Jul,118.5741697,0.0001185741697,26-35
Australia,18.0,Male,New,2023-04-28,2023,4,5.0,1369.037867,Books,Penguin Books,Fiction,Debit Card,Apr,273.8075734,0.001369037867,
USA,23.0,Male,Regular,2024-01-26,2024,1,4.0,1521.149882,Electronics,Samsung,Smartphone,Credit Card,Jan,380.2874705,0.001521149882,18-25
Germany,22.0,Female,Regular,2023-05-14,2023,5,9.0,2714.446039,Electronics,Apple,Smartphone,Cash,May,301.60511544444444,0.002714446039,18-25
UK,19.0,Female,Regular,2024-01-18,2024,1,7.0,2594.47911,Books,HarperCollins,Fiction,PayPal,Jan,370.6398728571429,0.0025944791100000002,18-25
USA,26.0,Female,Regular,2023-11-25,2023,11,6.0,2605.027197,Grocery,Coca-Cola,Soft Drink,PayPal,Nov,434.1711995,0.002605027197,26-35
Australia,26.0,Male,Regular,2024-01-31,2024,1,8.0,526.1456657,Electronics,Whirepool,Fridge,Debit Card,Jan,65.7682082125,0.0005261456657,26-35
Germany,30.0,Female,Premium,2023-09-24,2023,9,9.0,4394.49295,Electronics,Apple,Smartphone,Debit Card,Sep,488.2769944444444,0.0043944929499999995,26-35
Germany,34.0,Female,Premium,2024-01-21,2024,1,4.0,738.8317855,Grocery,Pepsi,Water,PayPal,Jan,184.707946375,0.0007388317855,26-35
Canada,20.0,Female,New,2024-02-29,2024,2,10.0,3725.741137,Grocery,Pepsi,Juice,Cash,Feb,372.5741137,0.003725741137,18-25
Canada,38.0,Male,Regular,2023-03-28,2023,3,1.0,121.2159243,Home Decor,IKEA,Decorations,PayPal,Mar,121.2159243,0.00012121592429999999,36-50
UK,19.0,Female,Regular,2023-12-27,2023,12,6.0,2631.955314,Clothing,Zara,Dress,Credit Card,Dec,438.65921899999995,0.0026319553139999997,18-25
Canada,20.0,Male,Regular,2024-02-13,2024,2,7.0,3463.355611,Books,Random House,Non-Fiction,Credit Card,Feb,494.7650872857143,0.003463355611,18-25
Australia,46.0,Female,Premium,2023-05-24,2023,5,3.0,1353.069714,Home Decor,Bed Bath & Beyond,Bathroom,Debit Card,May,451.023238,0.001353069714,36-50
USA,23.0,Male,Regular,2023-03-14,2023,3,9.0,547.8530997,Electronics,Samsung,Television,Cash,Mar,60.872566633333335,0.0005478530997,18-25
UK,40.0,Male,Regular,2023-11-17,2023,11,2.0,259.9897678,Electronics,Apple,Smartphone,Credit Card,Nov,129.9948839,0.0002599897678,36-50
Australia,30.0,Female,Regular,2024-01-26,2024,1,5.0,728.8829573,Grocery,Pepsi,Water,Credit Card,Jan,145.77659146000002,0.0007288829573,26-35
USA,26.0,Male,Regular,2023-11-24,2023,11,3.0,55.29621063,Grocery,Coca-Cola,Water,Cash,Nov,18.43207021,5.529621063e-05,26-35
UK,58.0,Male,Regular,2023-11-18,2023,11,5.0,1860.557395,Home Decor,IKEA,Furniture,Cash,Nov,372.11147900000003,0.001860557395,50+
Germany,68.0,Male,Premium,2023-12-25,2023,12,9.0,638.9992358,Home Decor,Bed Bath & Beyond,Bathroom,PayPal,Dec,70.99991508888888,0.0006389992358,50+
UK,24.0,Male,Regular,2023-06-18,2023,6,7.0,1241.427359,Grocery,Coca-Cola,Soft Drink,PayPal,Jun,177.34676557142856,0.0012414273590000001,18-25
UK,33.0,Female,Regular,2023-09-27,2023,9,2.0,799.455013,Electronics,Apple,Tablet,Credit Card,Sep,399.7275065,0.000799455013,26-35
Canada,46.0,Male,New,2023-06-27,2023,6,3.0,330.5186909,Clothing,Nike,T-shirt,Credit Card,Jun,110.17289696666667,0.00033051869090000005,36-50
Germany,26.0,Male,Premium,2023-11-20,2023,11,2.0,949.2563223,Clothing,Nike,T-shirt,Credit Card,Nov,474.62816115,0.0009492563222999999,26-35
UK,40.0,Male,Regular,2023-09-14,2023,9,2.0,313.1070117,Books,Random House,Literature,Credit Card,Sep,156.55350585,0.0003131070117,36-50
Germany,44.0,Male,Premium,2023-04-22,2023,4,1.0,93.75764692,Books,Random House,Fiction,Cash,Apr,93.75764692,9.375764692e-05,36-50
Germany,22.0,Male,Regular,2023-09-23,2023,9,2.0,482.6840238,Books,Random House,Literature,Cash,Sep,241.3420119,0.0004826840238,18-25
USA,67.0,Female,Premium,2023-12-30,2023,12,3.0,1405.633359,Books,Penguin Books,Fiction,PayPal,Dec,468.544453,0.001405633359,50+
Australia,20.0,Male,New,2023-06-22,2023,6,6.0,977.9723672,Electronics,Apple,Laptop,Debit Card,Jun,162.99539453333333,0.0009779723672,18-25
Germany,22.0,Male,Regular,2024-02-21,2024,2,3.0,1413.757822,Grocery,Nestle,Chocolate,Debit Card,Feb,471.25260733333334,0.001413757822,18-25
UK,46.0,Female,Regular,2023-04-17,2023,4,9.0,2658.027696,Home Decor,Bed Bath & Beyond,Bathroom,Debit Card,Apr,295.33641066666667,0.002658027696,36-50
Australia,49.0,Female,Premium,2023-11-18,2023,11,5.0,741.740811,Home Decor,Home Depot,Decorations,PayPal,Nov,148.3481622,0.000741740811,36-50
Australia,55.0,Male,Premium,2023-03-14,2023,3,5.0,1042.957303,Home Decor,IKEA,Furniture,Debit Card,Mar,208.59146059999998,0.0010429573029999998,50+
UK,22.0,Male,Regular,2024-02-29,2024,2,3.0,737.7137672,Electronics,Apple,Laptop,PayPal,Feb,245.90458906666666,0.0007377137672,18-25
Canada,27.0,Male,New,2023-11-30,2023,11,4.0,1093.817682,Electronics,Apple,Laptop,PayPal,Nov,273.4544205,0.001093817682,26-35
USA,46.0,Male,Premium,2023-07-13,2023,7,9.0,2529.490768,Electronics,Samsung,Television,Credit Card,Jul,281.0545297777778,0.002529490768,36-50
